icao,iata,name,location,country,timezone,hub,lat,lon
MD00,default,Fair's Airport,Pocomoke City,US,America/New_York,0,38.0461997986,-75.5532989502
MD01,default,Wingfield Airport,Ridge,US,America/New_York,0,38.1435012817,-76.3565979004
MD03,default,Woodstock Airport,Chesapeake City,US,America/New_York,0,39.4883995056,-75.8110961914
MD04,default,Rossneck Airport,Cambridge,US,America/New_York,0,38.568901062,-76.2358016968
MD05,default,Finagin Airfield,Welcome,US,America/New_York,0,38.5074996948,-77.12159729
MD06,default,Pilots Cove Airport,Tompkinsville,US,America/New_York,0,38.3353996277,-76.8786010742
MD09,default,Meadow Brook Airport,Queen Anne,US,America/New_York,0,38.9154014587,-75.9710006714
MD11,default,Wright Field,Chestertown,US,America/New_York,0,39.2770996094,-76.0626983643
MD12,default,Bell Airport,Emmittsburg,US,America/New_York,0,39.6363983154,-77.2928009033
MD14,default,Robinson Private Airport,Benedict,US,America/New_York,0,38.5242996216,-76.6836013794
MD17,default,Tinsley Airstrip,Butler,US,America/New_York,0,39.5167999268,-76.733001709
MD18,default,Horn Point Airport,Cambridge,US,America/New_York,0,38.5895996094,-76.1384963989
MD19,default,Hybarc Farm Airport,Chestertown,US,America/New_York,0,39.2032012939,-76.0249023438
MD20,default,Greer Airport,Taneytown,US,America/New_York,0,39.6361999512,-77.1228027344
MD21,default,Ashland Landing Farm Airport,Centreville,US,America/New_York,0,39.1180992126,-76.0963973999
MD22,default,Deale Airport,Deale,US,America/New_York,0,38.7834014893,-76.5646972656
MD23,default,Kennersley Airport,Church Hill,US,America/New_York,0,39.1447982788,-76.0404968262
MD24,default,Haysfield Airport,Clarksville,US,America/New_York,0,39.2382011414,-76.9466018677
MD28,default,Ewing Airport,Easton,US,America/New_York,0,38.809299469,-75.9922027588
MD31,default,Forest Hill Airport,Forest Hill,US,America/New_York,0,39.5801010132,-76.3747024536
MD35,default,Spring Hill Airport,Hebron,US,America/New_York,0,38.4347991943,-75.6512985229
MD39,default,Buds Ferry Airport,Indian Head,US,America/New_York,0,38.5209999084,-77.2518997192
MD41,default,Gary Field,Denton,US,America/New_York,0,38.8983001709,-75.9105987549
MD42,default,Keymar Airpark,Keymar,US,America/New_York,0,39.6194992065,-77.2275009155
MD43,default,Mountain Road Airport,Lakeshore,US,America/New_York,0,39.1184005737,-76.49659729
MD45,default,Hampton Airport,Leonardtown,US,America/New_York,0,38.2307014465,-76.6287994385
MD46,default,Glenair Airport,Dayton,US,America/New_York,0,39.2695999146,-77.0053024292
MD47,default,Barnes Airport,Lisbon,US,America/New_York,0,39.332901001,-77.0969009399
MD48,default,Albrecht Airstrip,Long Green,US,America/New_York,0,39.473400116,-76.5001983643
MD50,default,Chesapeake Ranch Airstrip,Lusby,US,America/New_York,0,38.3611984253,-76.4051971436
MD53,default,Mac Kinnis Airport,Salisbury,US,America/New_York,0,38.2887001038,-75.739402771
MD55,default,Holly Springs Farm Airport,Nanjemoy,US,America/New_York,0,38.3975982666,-77.1860961914
MD56,default,Three J Airport,New Windsor,US,America/New_York,0,39.5690002441,-77.1213989258
MD57,default,Beverly Airport,Pocomoke City,US,America/New_York,0,38.0070991516,-75.617401123
MD59,default,Silver Hill Airport,Chestertown,US,America/New_York,0,39.1398010254,-76.0935974121
MD61,default,Lynch's Landing Airport,Rising Sun,US,America/New_York,0,39.7246017456,-76.0705032349
MD62,default,Church Hill Airport,Church Hill,US,America/New_York,0,39.125,-76.0016021729
MD63,default,Cromwell Farm Airport,Chestertown,US,America/New_York,0,39.2747993469,-76.0099029541
MD64,default,Stewart Airport,St Michaels,US,America/New_York,0,38.7995986938,-76.2723999023
MD66,default,Smith Field,Chestertown,US,America/New_York,0,39.3378982544,-76.0979995728
MD69,default,Harris Airport,Still Pond,US,America/New_York,0,39.3334007263,-76.0830001831
MD70,default,Flying Acres Airport,Sudlersville,US,America/New_York,0,39.1811981201,-75.9087982178
MD73,default,Happy Landings Farm Airport,Unionville,US,America/New_York,0,39.4584007263,-77.1480026245
MD74,default,Good Neighbor Farm Airport,Unionville,US,America/New_York,0,39.4743003845,-77.1952972412
MD75,default,Stolcrest STOLport,Urbana,US,America/New_York,0,39.3418006897,-77.3035964966
MD77,default,Flying M Farms Airport,Comus,US,America/New_York,0,39.2597999573,-77.3414001465
MD78,default,Woodbine Airport,Woodbine,US,America/New_York,0,39.3833999634,-77.0702972412
MD82,default,Ragged Island Airport,Cambridge,US,America/New_York,0,38.5397987366,-76.2754974365
MD83,default,Ty-Ti-To Airport,La Plata,US,America/New_York,0,38.5208015442,-77.0680999756
MD85,default,Carmean Airport,Ridgely,US,America/New_York,0,38.9328994751,-75.8901977539
MD91,default,Saxon Farms Airport,Church Hill,US,America/New_York,0,39.1523017883,-76.0186004639
MD93,default,Hexton Farms Airport,Cecilton,US,America/New_York,0,39.3750991821,-75.9066009521
MD94,default,Farmington Airport,Farmington,US,America/New_York,0,39.6764984131,-76.0369033813
MD95,default,Reservoir Airport,Finksburg,US,America/New_York,0,39.4819984436,-76.8815994263
MD97,default,Lanseair Farms Airport,La Plata,US,America/New_York,0,38.4614982605,-77.0464019775
MD99,default,Moran Field,Westernport,US,America/New_York,0,39.5005989075,-79.072303772
MDAB,default,Arroyo Barril Airport,Arroyo Barril,DO,America/Santo_Domingo,0,19.198600769,-69.4298019409
MDAD,default,Azua Airport,Azua,DO,America/Santo_Domingo,0,18.4255008698,-70.7313995361
MDAN,default,Cotui Angelina Airport,Cotui Angelina,DO,America/Santo_Domingo,0,19.1315994263,-70.2216033936
MDBA,default,Consuelo Batey Anita airport,Consuelo,DO,America/Santo_Domingo,0,18.6833324432,-69.3833312988
MDBC,default,La Romana Batey Cacata airport,La Romana,DO,America/Santo_Domingo,0,18.4797000885,-68.9159011841
MDBE,default,La Romana Batey Lechuga Airport,La Romana,DO,America/Santo_Domingo,0,18.5867996216,-69.0553970337
MDBG,default,Higuey Airport,Higuey,DO,America/Santo_Domingo,0,18.6315994263,-68.7378005981
MDBH,BRX,Maria Montez International Airport,Barahona,DO,America/Santo_Domingo,0,18.251499176,-71.1203994751
MDBL,default,Boca Chica Airport,Boca Chica,DO,America/Santo_Domingo,0,18.450799942,-69.5925979614
MDBM,default,San Pedro De Macoris Airport,San Pedro de Macoris,DO,America/Santo_Domingo,0,18.4480991364,-69.2811965942
MDCR,CBJ,Cabo Rojo Airport,Cabo Rojo,DO,America/Santo_Domingo,0,17.9290008545,-71.6447982788
MDCY,AZS,Samana El Catey International Airport,Samana,DO,America/Santo_Domingo,0,19.2670001984,-69.7419967651
MDCZ,COZ,Constanza Dom Re Airport,Costanza,DO,America/Santo_Domingo,0,18.9074993134,-70.7219009399
MDDJ,default,Dajabon Airport,Dajabon,DO,America/Port-au-Prince,0,19.5636005402,-71.6808013916
MDER,default,El Ranchito Airport,La Vega,DO,America/Santo_Domingo,0,19.1848132376,-70.3649640083
MDES,default,Penuela / Esperanza Field,Valverde,DO,America/Santo_Domingo,0,19.5841122474,-70.95672369
MDHN,default,Juancho Enriquillo Airport,Barahona,DO,America/Santo_Domingo,0,17.8725186193,-71.2687182426
MDJB,JBQ,La Isabela International Airport,La Isabela,DO,America/Santo_Domingo,0,18.5725002289,-69.9856033325
MDJI,default,Jimani Airport,default,DO,America/Port-au-Prince,0,18.49285,-71.869999
MDLL,default,Los Llanos de Sabanatosa Airport,default,DO,America/Santo_Domingo,0,18.5964259778,-69.5257759094
MDLM,default,Los Montones Airport,San Cristobal,DO,America/Santo_Domingo,0,18.521233,-70.099132
MDLR,LRM,Casa De Campo International Airport,La Romana,DO,America/Santo_Domingo,0,18.4507007599,-68.9117965698
MDMA,default,Magdalena Cuya Airport,La Romana,DO,America/Santo_Domingo,0,18.501933,-68.799099
MDMC,default,Monte Cristi Airport,Monte Cristi,DO,America/Santo_Domingo,0,19.8652992249,-71.6453018188
MDPC,PUJ,Punta Cana International Airport,Punta Cana,DO,America/Santo_Domingo,0,18.5673999786,-68.3634033203
MDPM,default,Piloto Airport,Monte Cristi,DO,America/Santo_Domingo,0,19.5977273869,-71.205970645
MDPO,EPS,Samana El Portillo Airport,Samana,DO,America/Santo_Domingo,0,19.3214150435,-69.4959121943
MDPP,POP,Gregorio Luperon International Airport,Puerto Plata,DO,America/Santo_Domingo,0,19.757900238,-70.5699996948
MDSA,default,San Juan De La Maguana Airport,San Juan de la Maguana,DO,America/Santo_Domingo,0,18.8255004883,-71.2313995361
MDSB,SNX,Sabana de Mar Airport,Sabana de Mar,DO,America/Santo_Domingo,0,19.0618991852,-69.3852005005
MDSD,SDQ,Las Americas International Airport,Santo Domingo,DO,America/Santo_Domingo,0,18.4297008514,-69.6688995361
MDSI,default,San Isidro Air Base,San Isidro,DO,America/Santo_Domingo,0,18.5037002563,-69.7617034912
MDST,STI,Cibao International Airport,Santiago,DO,America/Santo_Domingo,0,19.4060993195,-70.6046981812
MDWO,default,Walterio Airport,Monte Cristi,DO,America/Santo_Domingo,0,19.757867,-71.623482
ME00,default,Fort Fairfield Airport,Fort Fairfield,US,America/New_York,0,46.765706,-67.847392
ME03,default,Webber Jones Airport,Brownville,US,America/New_York,0,45.3362007141,-69.0509033203
ME05,default,Allen St Peter Memorial Airport,Portage,US,America/New_York,0,46.75,-68.4711990356
ME06,default,Flying Ed Airport,Charlotte,US,America/New_York,0,45.0279006958,-67.3094024658
ME08,default,Gadabout Gaddis Airport,Bingham,US,America/New_York,0,45.0402984619,-69.8688964844
ME14,default,Bald Mountain Airport,Camden,US,America/New_York,0,44.2305984497,-69.1231002808
ME16,default,Loring International Airport,Limestone,US,America/New_York,0,46.9504013062,-67.8859024048
ME17,default,Thomas Airport,Roxbury,US,America/New_York,0,44.6601982117,-70.5879974365
ME19,default,Clayton Lake Strip,Clayton Lake,US,America/New_York,0,46.6161003113,-69.5223007202
ME20,default,Bob-Mar Airport,Fairfield,US,America/New_York,0,44.5992012024,-69.6239013672
ME22,default,Avery Field,Rockwood,US,America/New_York,0,45.6711997986,-69.8068008423
ME25,default,Sunrise Farms Airport,Fort Kent,US,America/New_York,0,47.1660995483,-68.391998291
ME32,default,Morrel Field,Sangerville,US,America/New_York,0,45.0903015137,-69.2586975098
ME33,default,Farr Field,Harpswell,US,America/New_York,0,43.7787017822,-70.0130996704
ME34,default,Robinson Ridge Field,Jefferson,US,America/New_York,0,44.1736984253,-69.4287033081
ME35,default,Terra B & B Airport,Levant,US,America/New_York,0,44.9314994812,-69.0073013306
ME36,default,Mount Vernon Airport,Mount Vernon,US,America/New_York,0,44.5092010498,-69.9525985718
ME38,default,Mars Hill Airport,Mars Hill,US,America/New_York,0,46.5278015137,-67.87449646
ME39,default,Rocky Ridge Airport,Greene,US,America/New_York,0,44.2354011536,-70.132598877
ME41,default,Witherspoons Airport,North Haven,US,America/New_York,0,44.1525993347,-68.8764038086
ME44,default,Cummings Airport,Paris Hill,US,America/New_York,0,44.2890014648,-70.4461975098
ME45,default,Goosefair Airport,Kennebunkport,US,America/New_York,0,43.4056015015,-70.4322967529
ME46,default,Back Acres Airport,Kennebunkport,US,America/New_York,0,43.4123001099,-70.4467010498
ME47,default,Payne Field,Hartland,US,America/New_York,0,44.8544998169,-69.4563980103
ME55,default,Vinalhaven Airport,Vinalhaven,US,America/New_York,0,44.0736999512,-68.818901062
ME56,default,Kimberly Airport,Waldoboro,US,America/New_York,0,44.0691986084,-69.3052978516
ME60,default,Sunny Hill Airport,Belgrade,US,America/New_York,0,44.4683990479,-69.8178024292
ME61,default,Salmon Falls Airport,Berwick,US,America/New_York,0,43.2944984436,-70.8994979858
ME62,default,Grignons Private Lndg Area Airport,West Pittsfield,US,America/New_York,0,44.8097991943,-69.4730987549
ME64,default,Skydive Lebanon Airport,West Lebanon,US,America/New_York,0,43.375,-70.9291992188
ME67,default,Morrill Airpark,Van Buren,US,America/New_York,0,47.1274986267,-67.9658966064
ME68,default,Newport Sky Park Airport,Newport,US,America/New_York,0,44.820098877,-69.2384033203
ME69,default,Cliffords Airport,Sabattus,US,America/New_York,0,44.0690002441,-70.0644989014
ME70,default,Greenfield Hill Airport,Cambridge,US,America/New_York,0,45.0376014709,-69.4792022705
ME74,default,Miller's Field,Newburgh,US,America/New_York,0,44.7495002747,-68.9813995361
ME75,default,Margerison Airport,Lisbon Falls,US,America/New_York,0,43.9539985657,-70.1414031982
ME79,default,Two Falls Airport,Willimantic,US,America/New_York,0,45.3055992126,-69.3467025757
ME88,default,Morrison's Airport,Perry,US,America/New_York,0,44.9916992188,-67.0744018555
ME89,default,Buzzy's Field,Acton,US,America/New_York,0,43.6083984375,-70.9681015015
ME91,default,Webster Field,Gorham,US,America/New_York,0,43.6750984192,-70.4955978394
ME92,default,Hilltop Airport,Jay,US,America/New_York,0,44.5167007446,-70.2222976685
ME94,default,Clark Field,Union,US,America/New_York,0,44.2167015076,-69.2911987305
ME96,default,Clark Field,Gorham,US,America/New_York,0,43.7336006165,-70.4863967896
MECT,default,Catsa Airport,Liberia,CR,America/Costa_Rica,0,10.5169439316,-85.5655593872
MG13,default,Inta Northeast Airport,El Achiotal,GT,America/Guatemala,0,15.8042001724,-89.8507003784
MGBN,default,Bananera Airport,Morales,GT,America/Guatemala,0,15.4735002518,-88.8371963501
MGCB,CBV,Coban Airport,Coban,GT,America/Guatemala,0,15.4689998627,-90.4067001343
MGCQ,CIQ,Chiquimula Airport,Chiquimula,GT,America/Guatemala,0,14.83092,-89.520938
MGCR,CMM,Carmelita Airport,Carmelita,GT,America/Guatemala,0,17.4612007141,-90.0537033081
MGCT,CTF,Coatepeque Airport,Coatepeque,GT,America/Guatemala,0,14.6941995621,-91.8824996948
MGDL,DON,Dos Lagunas Airport,Dos Lagunas,GT,America/Guatemala,0,17.6124000549,-89.6884002686
MGES,default,Esquipulas Airport,Esquipulas,GT,America/Guatemala,0,14.5666704178,-89.3499984741
MGGT,GUA,La Aurora Airport,Guatemala City,GT,America/Guatemala,0,14.5832996368,-90.5274963379
MGHT,HUG,Huehuetenango Airport,Huehuetenango,GT,America/Guatemala,0,15.3274002075,-91.4624023438
MGLL,default,La Libertad Airport,La Libertad,GT,America/Guatemala,0,16.7502994537,-90.1399993896
MGML,default,Malacatan Airport,San Marcos,GT,America/Guatemala,0,14.9074640274,-92.0879211426
MGMM,MCR,Melchor de Mencos Airport,Melchor de Mencos,GT,America/Belize,0,17.0686092377,-89.1522216797
MGPB,PBR,Puerto Barrios Airport,Puerto Barrios,GT,America/Guatemala,0,15.7308998108,-88.5838012695
MGPC,PCG,Paso Caballos Airport,Paso Caballos,GT,America/Guatemala,0,17.2639007568,-90.2563018799
MGPG,PKJ,Playa Grande Airport,Playa Grande,GT,America/Guatemala,0,15.9975004196,-90.7416992188
MGPP,PON,Poptun Airport,Poptun,GT,America/Guatemala,0,16.325799942,-89.4160995483
MGQC,AQB,Santa Cruz del Quiche Airport,Santa Cruz del Quiche,GT,America/Guatemala,0,15.0122003555,-91.1505966187
MGQZ,AAZ,Quezaltenango Airport,Quezaltenango,GT,America/Guatemala,0,14.8655996323,-91.5019989014
MGRA,default,Rabinal Airport,Rabinal,GT,America/Guatemala,0,15.0935,-90.5063888889
MGRB,RUV,Rubelsanto Airport,Rubelsanto,GT,America/Guatemala,0,15.9919996262,-90.4452972412
MGRD,LCF,Las Vegas Airport,Rio Dulce,GT,America/Guatemala,0,15.6688995361,-88.957901001
MGRT,RER,Retalhuleu Airport,Retalhuleu,GT,America/Guatemala,0,14.5209999084,-91.697303772
MGSJ,GSJ,San Jose Airport,Puerto San Jose,GT,America/Guatemala,0,13.9362001419,-90.8358001709
MGSM,default,San Marcos Airport,San Marcos,GT,America/Guatemala,0,14.9562997818,-91.8062973022
MGTK,FRS,Mundo Maya International Airport,San Benito,GT,America/Guatemala,0,16.9137992859,-89.8664016724
MGUX,UAX,Uaxactun Airport,Uaxactun,GT,America/Guatemala,0,17.3938884735,-89.6327438354
MGZA,default,Zacapa Airport,Zacapa,GT,America/Guatemala,0,14.9603004456,-89.5391998291
MHAC,default,Acensa Airport,Acensa,HN,America/Tegucigalpa,0,13.2436113358,-87.3413925171
MHAG,default,Sur Agropecuaria Airport,Buena Vista,HN,America/Tegucigalpa,0,13.25,-87.3580551147
MHAH,AHS,Ahuas Airport,Ahuas,HN,America/Tegucigalpa,0,15.4722003937,-84.3522033691
MHAL,default,El Alto Airport,default,HN,America/Tegucigalpa,0,14.4933328629,-87.1063919067
MHAM,default,Amapala Airport,Amapala Island,HN,America/El_Salvador,0,13.2683000565,-87.6603012085
MHAN,default,San Luis Airport,San Luis,HN,America/Tegucigalpa,0,14.7458333969,-87.4052810669
MHAP,default,Apala Airport,Apala,HN,America/Tegucigalpa,0,14.0108327866,-86.3891677856
MHAR,default,Archaga Airport,Archaga,HN,America/Tegucigalpa,0,14.2852783203,-87.2291641235
MHAS,default,Alas Del Socorro Airport,Siguatepeque,HN,America/Tegucigalpa,0,14.5930557251,-87.8405532837
MHAU,default,Hacienda Ulua Airport,Tasajeras,HN,America/Tegucigalpa,0,14.7177782059,-86.5708312988
MHAY,default,Araslaya Airport,Araslaya,HN,America/Tegucigalpa,0,15.7352781296,-84.5433349609
MHAZ,default,Aserradero Azacualpa Airport,Cacao,HN,America/Tegucigalpa,0,14.4333333969,-86.0891647339
MHBA,default,Barbareta Airport,Barbareta Island,HN,America/Tegucigalpa,0,16.4330558777,-86.1394424438
MHBE,default,San Bernardo Airport,San Bernardo,HN,America/Tegucigalpa,0,13.1019439697,-87.1419448853
MHBL,BHG,Brus Laguna Airport,Brus Laguna,HN,America/Tegucigalpa,0,15.7630996704,-84.5436019897
MHCA,CAA,Catacamas Airport,Catacamas,HN,America/Tegucigalpa,0,14.9169998169,-85.9000015259
MHCB,default,Cocobila Airport,Cocobila,HN,America/Tegucigalpa,0,15.8883333206,-84.7555541992
MHCC,default,Concepcion Airport,Concepcion,HN,America/Tegucigalpa,0,14.0266666412,-88.3441696167
MHCG,default,Shaoguan Airport,Comayagua,HN,America/Tegucigalpa,0,14.432299614,-87.6246032715
MHCI,default,Chiquerito Airport,Chiquerito,HN,America/Tegucigalpa,0,15.8319444656,-85.0269470215
MHCL,default,Colon Airport,Marcala,HN,America/Tegucigalpa,0,14.1619443893,-88.0344467163
MHCM,default,Choloma Airport,Choloma,HN,America/Tegucigalpa,0,14.8883333206,-88.4044418335
MHCO,default,Coco Airport,default,HN,America/Tegucigalpa,0,15.2527780533,-84.2333297729
MHCP,default,Cochino Pequeno Airport,Cochino Pequeno Island,HN,America/Tegucigalpa,0,15.9544439316,-86.4986114502
MHCR,default,Carta Airport,La Union,HN,America/Tegucigalpa,0,15.0293998718,-86.6923980713
MHCS,default,Coyoles Airport,Coyoles,HN,America/Tegucigalpa,0,15.445555687,-86.67527771
MHCU,CDD,Cauquira Airport,Cauquira,HN,America/Tegucigalpa,0,15.3166666031,-83.5916671753
MHDU,default,Durzona Airport,Mocoron,HN,America/Tegucigalpa,0,14.9891004562,-84.2208023071
MHEA,default,El Arrayan Airport,Olanchito,HN,America/Tegucigalpa,0,15.5055561066,-86.57472229
MHEC,default,El Cubo Airport,default,HN,America/Tegucigalpa,0,14.457777977,-87.0586090088
MHEI,default,La America Airport,El Guanacaste,HN,America/Tegucigalpa,0,15.6486110687,-87.7883300781
MHEL,default,Barrio El Aterrizaje Airport,El Paraiso,HN,America/Tegucigalpa,0,13.8730564117,-86.5605545044
MHEN,default,Aserradero El Encino Airport,La Canoa,HN,America/Tegucigalpa,0,14.6619443893,-86.9150009155
MHEZ,default,La Esperanza Airport,Lerida,HN,America/Tegucigalpa,0,15.6097221375,-86.1394424438
MHFA,default,Finca San Antonio Airport,La Lima,HN,America/Tegucigalpa,0,14.5980558395,-86.4838867188
MHFC,default,Fort Cay Airport,Fort Cay,HN,America/Tegucigalpa,0,16.403055191,-86.2844467163
MHFD,default,Finca 12 Airport,Agua Blanca,HN,America/Tegucigalpa,0,15.2697219849,-87.9027786255
MHFN,default,San Fernando Airport,San Fernando,HN,America/Tegucigalpa,0,14.1133327484,-86.9527816772
MHGA,default,Chumbagua Airport,Chumbagua,HN,America/Tegucigalpa,0,15.1766672134,-88.4899978638
MHGB,default,Guayabillas Airport,Esquias,HN,America/Tegucigalpa,0,14.7466669083,-87.3752746582
MHGC,default,Grupo Carnol Airport,Catacamas,HN,America/Tegucigalpa,0,14.8386106491,-85.8683319092
MHGE,default,El Aguacate Airport,El Aguacate,HN,America/Tegucigalpa,0,14.875,-85.7761077881
MHGG,default,Santiago De Puringla Airport,Santiago de Puringla,HN,America/Tegucigalpa,0,14.3675003052,-87.9113922119
MHGR,default,Sangrelaya Airport,Donel,HN,America/Tegucigalpa,0,15.9699001312,-85.0892028809
MHGS,default,Gracias Airport,El Molino,HN,America/Tegucigalpa,0,14.5966672897,-88.5941696167
MHGY,default,Guayape Airport,El Zapato,HN,America/Tegucigalpa,0,14.7847223282,-86.8633346558
MHHE,default,La Herradura Airport,Punuare,HN,America/Tegucigalpa,0,14.7550001144,-86.0041656494
MHHG,default,Hacienda Galeras Airport,La Lima,HN,America/Tegucigalpa,0,14.5988893509,-86.4608306885
MHHO,default,Agua Caliente Airport,Horcones,HN,America/Tegucigalpa,0,15.427778244,-86.8949966431
MHIC,default,Islas Del Cisne Airport,Del Cisne Island,HN,America/Tegucigalpa,0,17.4073009491,-83.9327011108
MHIN,default,Minas De Oro Airport,Minas de Oro,HN,America/Tegucigalpa,0,14.788611412,-87.3497238159
MHIR,default,Iriona Airport,Iriona,HN,America/Tegucigalpa,0,15.9391670227,-85.13722229
MHIZ,default,Izapan Airport,La Puerta,HN,America/Tegucigalpa,0,15.9102783203,-85.1711120605
MHJC,default,Jocon Airport,Jocon,HN,America/Tegucigalpa,0,15.290555954,-86.9122238159
MHJE,default,Nueva Jerusalen Airport,Rio Platano,HN,America/Tegucigalpa,0,15.8780555725,-84.7263870239
MHJI,default,Jicalapa Airport,Jicalapa,HN,America/Tegucigalpa,0,15.006111145,-86.0491638184
MHJO,default,La Joya Airport,default,HN,America/Tegucigalpa,0,14.8047218323,-86.9191665649
